urlDetail,houseType,housePic,agentPic,agentPeople,agentCompany,price,location,bed,bathroom,carpark,agentCompanyPic
https://www.realestate.com.au/property-apartment-vic-melbourne-403878626,apartment,,https://i1.au.reastatic.net/120x160/d88610cf27336d8848a8cc71350be60d2d09b7a2a681b1d278706b9ba0d44c52/main.jpg,Stefan De Jonge,rRent Property Management - KEW,465,"1414/610 St Kilda Road, Melbourne, Vic 3004",2,1,1,https://i1.au.reastatic.net/agencylogo/RAHSOU/12/20170920081608.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423702930,apartment,,https://i4.au.reastatic.net/120x160/ca7e03647207d6f1dd9dce5fabe44f64fc03d66692f6028429e1bb0f8ff1f1d9/main.jpg,Vanessa Pleasance,hockingstuart - South Yarra ,,"102/555 St Kilda Road, Melbourne, Vic 3004",2,2,2,https://i2.au.reastatic.net/agencylogo/XHSSOU/12/20171109160845.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-404824308,apartment,https://i2.au.reastatic.net/640x480/b660cbb53b1748fd96d7ee646b8689175461e9254dce653501a26960817815a7/main.jpg,https://i3.au.reastatic.net/120x160/286252122f49bbb34cf555dc453d7122e68004b91e30412e57b2d35a68fb0771/main.jpg,John Purcell,Ray White - Carnegie,425,"1410/565 Flinders Street, Melbourne, Vic 3000",1,1,,https://i1.au.reastatic.net/agencylogo/XRWCAT/12/20180227113906.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423817902,apartment,https://i1.au.reastatic.net/640x480/3e9a433b86216080898db9419102232875b19143bd78faadf5e482b70165e74b/main.jpg,https://i1.au.reastatic.net/120x160/97a1a39ff84a03809bff52b9789f49e5a8bf885e7382b2c3ffa1a11a2bd581b3/main.jpg,Andrea Lisanti,Galldon Real Estate - Melbourne,,"310/565 Flinders Street, Melbourne, Vic 3000",1,1,,https://i4.au.reastatic.net/agencylogo/XRWMEL/12/20180508105204.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423816178,apartment,https://i3.au.reastatic.net/640x480/df2b800f47568d12a14a92e3432bff96ccbc8308f7ec721081f1c0a7aa1ece96/main.jpg,https://i1.au.reastatic.net/120x160/e6063b720160c5e5378d6356c306c60a929dabd534f82465c69d081242462c28/main.jpg,Danielle Crumblehulme,Ray White - South Melbourne  ,595,"136/538 Little Lonsdale St, Melbourne, Vic 3000",2,1,1,https://i2.au.reastatic.net/agencylogo/DVAURA/12/20170501084603.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423813934,apartment,https://i3.au.reastatic.net/640x480/9b8d61501132324800d36cab802e47cbd532472f32a548d09eda938894dd0d46/main.jpg,https://i1.au.reastatic.net/120x160/f7429a5ec2aaeecbe6842f6e4cb2ceed14e67de4fa18f0cad866813fbe8a0fad/main.jpg,Clarisa Putri,Melcorp Real Estate - Melbourne,520,"1013/25 Therry Street, Melbourne, Vic 3000",2,1,,https://i2.au.reastatic.net/agencylogo/XIQTUU/12/20171129114331.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423812942,apartment,https://i2.au.reastatic.net/640x480/b4f47ccb3543a0b2ed27d220131b1850479d5eab90777d51e4e07f4e2c4c648f/main.jpg,https://i1.au.reastatic.net/120x160/f7429a5ec2aaeecbe6842f6e4cb2ceed14e67de4fa18f0cad866813fbe8a0fad/main.jpg,Clarisa Putri,Melcorp Real Estate - Melbourne,580,"1213/ 25 Therry Street, Melbourne, Vic 3000",2,1,,https://i2.au.reastatic.net/agencylogo/XIQTUU/12/20171129114331.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423812746,apartment,https://i1.au.reastatic.net/640x480/5a3f34f8c5ad11c69e60d6b89862fa23f02a247b9a17da3624506549b8004b06/main.jpg,https://i1.au.reastatic.net/120x160/97a1a39ff84a03809bff52b9789f49e5a8bf885e7382b2c3ffa1a11a2bd581b3/main.jpg,Andrea Lisanti,Galldon Real Estate - Melbourne,,"304/325 Collins Street, Melbourne, Vic 3000",2,1,,https://i4.au.reastatic.net/agencylogo/XRWMEL/12/20180508105204.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423696342,apartment,https://i4.au.reastatic.net/640x480/0c16ecddc398559a7d063488256e2d19168c0999f207e743952ebc2a24cbc20d/main.jpg,https://i4.au.reastatic.net/120x160/04c3c7f4a0a7b93eeb21c463fdaeebd3ea4414d22cf2a1e295e587e5c44f2be6/main.jpg,Natalie McAsey,Cayzer Real Estate  - Albert Park,625.00,"1315/568 St Kilda Road, Melbourne, Vic 3004",2,2,1,https://i3.au.reastatic.net/agencylogo/CAPALB/12/20170608123803.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423811558,apartment,https://i1.au.reastatic.net/640x480/ac32df1bfbb1604598927423cb0de094ecf12f528dcbbff3372763715093bb07/main.jpg,https://i1.au.reastatic.net/120x160/f7429a5ec2aaeecbe6842f6e4cb2ceed14e67de4fa18f0cad866813fbe8a0fad/main.jpg,Clarisa Putri,Melcorp Real Estate - Melbourne,735,"4506/27 Therry Street, Melbourne, Vic 3000",2,2,,https://i2.au.reastatic.net/agencylogo/XIQTUU/12/20171129114331.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-420995074,apartment,https://i3.au.reastatic.net/640x480/c047ebb8c8fba04ed0b0f01aee388968ac72a78cc1bd95e274eb73129d785da7/main.jpg,https://i3.au.reastatic.net/120x160/7eb0f710c24774b2cd1b8c8db7cb25668fc42e3b426d2c1cfaa6d3a4bc999e84/main.jpg,Mike Drover,Melbourne Real Estate - South Yarra  ,"1,000","6005/135 A'Beckett Street, Melbourne, Vic 3000",3,2,1,https://i2.au.reastatic.net/agencylogo/MFGSOU/12/20160824093945.gif
https://www.realestate.com.au/property-unit-vic-melbourne-403969282,unit,https://i4.au.reastatic.net/640x480/58ddc85b3dba00915c4f2d549705663be1afd42e9db7dfcb2da76fdfd0c29d9e/main.jpg,https://i1.au.reastatic.net/120x160/97a1a39ff84a03809bff52b9789f49e5a8bf885e7382b2c3ffa1a11a2bd581b3/main.jpg,Andrea Lisanti,Galldon Real Estate - Melbourne,780,"4/201 Franklin Street, Melbourne, Vic 3000",3,2,1,https://i4.au.reastatic.net/agencylogo/XRWMEL/12/20180508105204.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423809778,apartment,https://i4.au.reastatic.net/640x480/2e0123862b6f92da9a832bcbb0052c6e5ed0d58a5904e8ebdb4dc5681af1f008/main.jpg,https://i4.au.reastatic.net/120x160/daf3e8446ccce9fddeb30572739ece6fbeffadeecc40edaf5501bc0b9b785cfb/main.jpg,Artem Chereshkov,McGrath - St Kilda,470,"61/416 St Kilda Road, Melbourne, Vic 3004",2,1,1,https://i3.au.reastatic.net/agencylogo/IANEEH/12/20151214221859.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-421773102,apartment,https://i1.au.reastatic.net/640x480/f104bf9b9d2b31d241facb1990388c4b2437d10f530edd9f7fb969a9aea4bfbc/main.jpg,https://i1.au.reastatic.net/120x160/f7429a5ec2aaeecbe6842f6e4cb2ceed14e67de4fa18f0cad866813fbe8a0fad/main.jpg,Clarisa Putri,Melcorp Real Estate - Melbourne,480,"1105/25 Therry Street, Melbourne, Vic 3000",1,1,,https://i2.au.reastatic.net/agencylogo/XIQTUU/12/20171129114331.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423694314,apartment,https://i4.au.reastatic.net/640x480/25e80121eaa79f02b9ac2339af363a78f08143de606ff05dca6fe2f9d46ca982/main.jpg,https://i2.au.reastatic.net/120x160/6cfa12f685ba92887ee0116d790b8558583895c65da498afa24c7b454c5796c8/main.jpg,Bill Panagiotopoulos,Apartment Stays Melbourne,720,"1104/87 Franklin Street, Melbourne, Vic 3000",1,1,1,https://i3.au.reastatic.net/agencylogo/YHODEN/12/20170131210347.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423808934,apartment,https://i3.au.reastatic.net/640x480/687e65c784bfec0255efbb2aef2be811ae657317b5bd9a07db56bf4deeda609b/main.jpg,https://i1.au.reastatic.net/120x160/ca627e8c7e940d7f6fef027b4a040fb4c5882d9ff38af1d309ca85893bcf4e25/main.jpg,Jolin Xing,Melcorp Real Estate - Melbourne,600,"2508/483 Swanston Street, Melbourne, Vic 3000",2,1,,https://i2.au.reastatic.net/agencylogo/XIQTUU/12/20171129114331.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423694142,apartment,https://i2.au.reastatic.net/640x480/47790fa2fada1503999b251042bad8de6b63caf8d2586df692f3b945fe6b7108/main.jpg,https://i2.au.reastatic.net/120x160/6cfa12f685ba92887ee0116d790b8558583895c65da498afa24c7b454c5796c8/main.jpg,Bill Panagiotopoulos,Apartment Stays Melbourne,699,"703/11-17 Cohen Place, Melbourne, Vic 3000",1,1,,https://i3.au.reastatic.net/agencylogo/YHODEN/12/20170131210347.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423693878,apartment,https://i2.au.reastatic.net/640x480/d22dc78616e37cf52e0b2d9b226447b79880023845f1ab204d2a26a5a6756032/main.jpg,https://i2.au.reastatic.net/120x160/6cfa12f685ba92887ee0116d790b8558583895c65da498afa24c7b454c5796c8/main.jpg,Bill Panagiotopoulos,Apartment Stays Melbourne,720,"9/283 Spring Street, Melbourne, Vic 3000",1,1,1,https://i3.au.reastatic.net/agencylogo/YHODEN/12/20170131210347.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423693626,apartment,https://i1.au.reastatic.net/640x480/ac40874fd95f81610f09c87ef80a0a498edd780b5c405638a1308ec44c81296d/main.jpg,https://i1.au.reastatic.net/120x160/67be508b5e1408efa2fcd4021c69b369729414ece72316ed5b1e0af064f0caca/main.jpg,Nicholas Johan,Melbourne Real Estate - South Yarra  ,510,"3907/135 A'Beckett Street, Melbourne, Vic 3000",1,1,,https://i2.au.reastatic.net/agencylogo/MFGSOU/12/20160824093945.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423074970,apartment,https://i3.au.reastatic.net/640x480/b8ac083601b3712eee9fa1ba55c377c9f7040b5893a31b6bc56c24c6250a0e5b/main.jpg,https://i1.au.reastatic.net/120x160/de012c6a07cc640e498a0c5dbc9b027a3ffe1faaa033f515b68ed240a90e61e1/main.jpg,Loretta Smith,L R Reed - Melbourne,500,"Level 9/500 FLINDERS STREET, Melbourne, Vic 3000",1,1,,https://i2.au.reastatic.net/agencylogo/LRRMEL/12/20170303125807.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423799762,apartment,,,,Platinum Apartments,950,"470 St Kilda, Melbourne, Vic 3000",1,1,,https://i1.au.reastatic.net/agencylogo/FYOTOH/12/20170601165637.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423804602,apartment,,https://i2.au.reastatic.net/120x160/b2773fe71a35050bf5dc2d1087424c4f60c90ec0189b7dbabf8971d190866edc/main.jpg,Mary Papastratis,NPM - Melbourne,750,"1701/35 Spring Street, Melbourne, Vic 3000",1,1,1,https://i3.au.reastatic.net/agencylogo/HKPUVZ/12/20161206115123.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423803154,apartment,https://i4.au.reastatic.net/640x480/9bcbd82582703231e347951a2b0c89d3e31d799442618e456ad295adae2d4f43/main.jpg,https://i1.au.reastatic.net/120x160/45022cb8dd7d760085b208403054ff1d41724ed089a6581a2a42001e28df9ff0/main.jpg,Edith Wu,Melcorp Real Estate - Melbourne,690,"404/68 La Trobe Street, Melbourne, Vic 3000",2,1,,https://i3.au.reastatic.net/agencylogo/XIQTUU/12/20171129114331.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423333990,apartment,https://i3.au.reastatic.net/640x480/4fb86f4ccd283e61bff642dff055bab394eaf9a6af80c3b7dbe6865417df24e3/main.jpg,https://i4.au.reastatic.net/120x160/311c6190bd208c56bb372408b1ee5360a693e790a2abb4c494b4a8f17d631cc2/main.jpg,Stephanie Hume,Dingle Partners - Melbourne,570,"25/449 St Kilda Road, Melbourne, Vic 3004",2,1,1,https://i2.au.reastatic.net/agencylogo/DIAMEL/12/20170404104619.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423686810,apartment,https://i2.au.reastatic.net/640x480/0cfb4cdfa54ef56ec27bc1abe87f8b8a5ca77501e4340b5bbb125f21423fed2b/main.jpg,https://i1.au.reastatic.net/120x160/67be508b5e1408efa2fcd4021c69b369729414ece72316ed5b1e0af064f0caca/main.jpg,Nicholas Johan,Melbourne Real Estate - South Yarra  ,755,"1102/285 La Trobe Street, Melbourne, Vic 3000",2,1,1,https://i1.au.reastatic.net/agencylogo/MFGSOU/12/20160824093945.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423801566,apartment,https://i3.au.reastatic.net/640x480/b66346b57d021b4905e4dac8bda32f4aba150eeb62e7791994fce267411527e7/main.jpg,https://i1.au.reastatic.net/120x160/77daeaf337a23e8d7b2cbf07883bab00987569e856e436679d7f59099c02c1af/main.jpg,Stefan Joannides,hockingstuart - (Albert Park) Pty Ltd,550,"1015/74 Queens Road, Melbourne, Vic 3004",2,1,1,https://i2.au.reastatic.net/agencylogo/XHSALB/12/20170712134202.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-422643498,apartment,https://i3.au.reastatic.net/640x480/09f785f5513aee0afabfa472ba182630ca6b3fbd09c5407fe92b9a662d78111e/main.jpg,https://i1.au.reastatic.net/120x160/d97b320ee454424ed820b8629343458a583d025d8fb5421e5bb019e22cba10af/main.jpg,Mick Ghazipour,City Residential Yarra's Edge - Docklands,570,"112/67 Spencer Street, Melbourne, Vic 3000",1,1,,https://i2.au.reastatic.net/agencylogo/ONLHSG/12/20170227160921.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423794686,apartment,https://i3.au.reastatic.net/640x480/46f13fc42bdcf85c1a9ba1bf36756c4c17e2350cc14ae35414d3aa01f268b8a1/main.jpg,https://i3.au.reastatic.net/120x160/55f260164652f8707a3ae11a77c353d2f1fc9c1933145cdd23445ed6634a8543/main.jpg,Josh Cinco,Ray White  - Glen Waverley ,480,"403/74 Queens Road, Melbourne, Vic 3000",1,1,1,https://i2.au.reastatic.net/agencylogo/XRWXCD/12/20170430181349.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423794226,apartment,https://i1.au.reastatic.net/640x480/66c8a9387b5337035fd3494357ca9c770bb11497ca9b4e534ebb227ea3ffae94/main.jpg,https://i2.au.reastatic.net/120x160/97d0030b2c3e21e8bf45b682aec6ac1e3bc13ccfe71eb3fa49c9e6a9da89a7f4/main.jpg,Leasing Department,Mypm - SOUTH MELBOURNE,425,"415/610 St Kilda Road, Melbourne, Vic 3004",2,1,1,https://i4.au.reastatic.net/agencylogo/TSEUDB/12/20160812141313.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423792730,apartment,https://i4.au.reastatic.net/640x480/243ad83b1ebeddd51dafdf12430c34abcad7e82eb932024485e61cace5ac2a0b/main.jpg,,,Buxton - Albert Park,510,"208/576 St Kilda Road, Melbourne, Vic 3004",1,1,1,https://i3.au.reastatic.net/agencylogo/BUHALB/12/20180327111643.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423754790,apartment,https://i2.au.reastatic.net/640x480/27d4c500669ee14b21d4bc380b36e8666c6044a1ada1363714ccdc8f61c92390/main.jpg,,,Dingle Partners - Melbourne,590,"1001/325 Collins Street, Melbourne, Vic 3000",2,2,,https://i2.au.reastatic.net/agencylogo/DIAMEL/12/20170404104619.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423666994,apartment,https://i1.au.reastatic.net/640x480/cc16a1f1d1bf1a4dea391cd054b9219a754573469872c583315b166f22e909f5/main.jpg,,,Dingle Partners - Melbourne,465,"504/325 Collins Street, Melbourne, Vic 3000",2,1,,https://i2.au.reastatic.net/agencylogo/DIAMEL/12/20170404104619.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423791418,apartment,https://i3.au.reastatic.net/640x480/9a456c822f5e2c0e1fced62f100a3563c0dbbe25e1b786ce1e72214d4a633619/main.jpg,https://i1.au.reastatic.net/120x160/421560718d369aa74097b2d01b61016fcb2b8988ac33f06155d1bd0772845ffb/main.jpg,Suzie Inglis,hockingstuart - MELBOURNE,580,"5.4/201 Spring Street, Melbourne, Vic 3000",2,1,,https://i2.au.reastatic.net/agencylogo/YLAVUU/12/20170523103243.gif
https://www.realestate.com.au/property-studio-vic-melbourne-423683154,studio,https://i3.au.reastatic.net/640x480/0fd021a2fd41e58d7ce30855c43b4f678a0d026dddcd96d3ba034f9727900128/main.jpg,https://i2.au.reastatic.net/120x160/6cfa12f685ba92887ee0116d790b8558583895c65da498afa24c7b454c5796c8/main.jpg,Bill Panagiotopoulos,Apartment Stays Melbourne,,"705/10 Saint Andrews Place, Melbourne, Vic 3000",1,1,,https://i2.au.reastatic.net/agencylogo/YHODEN/12/20170131210347.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-413918511,apartment,https://i3.au.reastatic.net/640x480/0f29f5787952326e943821c0e2bba65a07a0466ef2883af1ad1bf1bb2eae0afb/main.jpg,https://i2.au.reastatic.net/120x160/7eb0f710c24774b2cd1b8c8db7cb25668fc42e3b426d2c1cfaa6d3a4bc999e84/main.jpg,Mike Drover,Melbourne Real Estate - South Yarra  ,430,"31/116 Queen Street, Melbourne, Vic 3000",1,1,,https://i1.au.reastatic.net/agencylogo/MFGSOU/12/20160824093945.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-418614330,apartment,https://i4.au.reastatic.net/640x480/d9b1096fa757bca304a7ca2c7fdc15eb758f0cfeb5894469993e7a1fd98bcef2/main.jpg,https://i2.au.reastatic.net/120x160/e32a14852a7cbbbc027c9ef3308510c4718f6e658af3bc032592576bdf49b9e3/main.jpg,Victor Hua,Dynamic Residential - Rental,660,"1805/139 Bourke Street, Melbourne, Vic 3000",2,2,,https://i3.au.reastatic.net/agencylogo/WXFYYB/12/20171212093120.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423680470,apartment,https://i4.au.reastatic.net/640x480/8a5de37bc33a9156d3f25da4ad96877ebbfb2df0d41e4288c77e242247406d18/main.jpg,,,Fletchers - SURREY HILLS,750,"4907/605 Lonsdale Street, Melbourne, Vic 3000",2,2,1,https://i3.au.reastatic.net/agencylogo/BXDRFI/12/20180504153938.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-421971558,apartment,https://i1.au.reastatic.net/640x480/5b26f4d03b04842fb8de60051ea868cf9deeb1064a53b3c0d5cd866c785eed22/main.jpg,https://i3.au.reastatic.net/120x160/a603e754769ecd63fcefc8fa5aac6276021e304e3807c6da352de5dcaf432c13/main.jpg,Shane Dangen,Oak Estate Agents - Melbourne,570,"401/455 Elizabeth Street, Melbourne, Vic 3000",2,1,,https://i4.au.reastatic.net/agencylogo/KUCXTP/12/20170322140956.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423674398,apartment,https://i4.au.reastatic.net/640x480/c916f0f996c7f930c8aa2437336b3c1f14afd90d26754889eecb32c1b99b33ef/main.jpg,https://i4.au.reastatic.net/120x160/0ea77f1d25ff688790602537be90c1452cc4f4e26e865d6a01ba9e14945f3c72/main.jpg,Manuel Flores,Melcorp Real Estate - Melbourne,560,"2705/8 Franklin Street, Melbourne, Vic 3000",2,1,,https://i3.au.reastatic.net/agencylogo/XIQTUU/12/20171129114331.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-418159918,apartment,https://i1.au.reastatic.net/640x480/3cd47ad149f6da2a580580e4497e1de134b516607f4435e84d486996ab8dafd9/main.jpg,https://i2.au.reastatic.net/120x160/7eb0f710c24774b2cd1b8c8db7cb25668fc42e3b426d2c1cfaa6d3a4bc999e84/main.jpg,Mike Drover,Melbourne Real Estate - South Yarra  ,450,"710/74 Queens Road, Melbourne, Vic 3004",2,1,1,https://i1.au.reastatic.net/agencylogo/MFGSOU/12/20160824093945.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-422430786,apartment,,https://i2.au.reastatic.net/120x160/6c0ccb921ea2ee79a799012a9f5b6485484c71c27814dc4f23bd5d52354684dc/main.jpg,Tono Soetojo,Melcorp Real Estate - Melbourne,550,"2405/318 Russell Street, Melbourne, Vic 3000",1,1,,https://i1.au.reastatic.net/agencylogo/XIQTUU/12/20171129114331.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423499242,apartment,,https://i4.au.reastatic.net/120x160/de012c6a07cc640e498a0c5dbc9b027a3ffe1faaa033f515b68ed240a90e61e1/main.jpg,Loretta Smith,L R Reed - Melbourne,378,"level 1/500 FLINDERS STREET, Melbourne, Vic 3000",1,,,https://i3.au.reastatic.net/agencylogo/LRRMEL/12/20170303125807.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423667638,apartment,https://i2.au.reastatic.net/640x480/f9343864186377c56a5b3315a1ed8cd24b64a0299ed875873c302d83a423736d/main.jpg,,,NPM - Melbourne,650,"183/538 Little Lonsdale Street, Melbourne, Vic 3000",2,2,1,https://i1.au.reastatic.net/agencylogo/HKPUVZ/12/20161206115123.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-413510495,apartment,https://i3.au.reastatic.net/640x480/c60699efd53167c43b4fa6b25806591720acf562274459bd8db9dc26b9f98391/main.jpg,https://i3.au.reastatic.net/120x160/67be508b5e1408efa2fcd4021c69b369729414ece72316ed5b1e0af064f0caca/main.jpg,Nicholas Johan,Melbourne Real Estate - South Yarra  ,450,"2003/27 Little Collins Street, Melbourne, Vic 3000",1,1,,https://i2.au.reastatic.net/agencylogo/MFGSOU/12/20160824093945.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423777338,apartment,https://i4.au.reastatic.net/640x480/a496834b0c0681c75381d47c7c451466c87cf13d7bb964597154656e81b75fbf/main.jpg,https://i4.au.reastatic.net/120x160/7dfaf1317844020a3f8b90ff8f9e15b1803f6ec997851666cce03fefaefa9bb1/main.jpg,Charlotte Saccon,Melcorp Real Estate - Melbourne,470,"204/18 Russell Place, Melbourne, Vic 3000",1,1,,https://i1.au.reastatic.net/agencylogo/XIQTUU/12/20171129114331.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423777310,apartment,https://i1.au.reastatic.net/640x480/9dba9143805d09d1ef9e10b154c612c43e49d9a828909c7479251deef57108d7/main.jpg,https://i3.au.reastatic.net/120x160/be7ded2278cb1f98a792ae10500a6a97db79e0b3b9ae09dfd568ef44093a25a2/main.jpg,Lynn Nie,Melcorp Real Estate - Melbourne,410,"1216/339 Swanston Street, Melbourne, Vic 3000",1,1,,https://i1.au.reastatic.net/agencylogo/XIQTUU/12/20171129114331.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423618946,apartment,https://i1.au.reastatic.net/640x480/85f3683003581ce266647daf47f65deeaf93c6c010f963b8d020a23f2dbd44b0/main.jpg,https://i2.au.reastatic.net/120x160/7493ad18b0c25a2290577bc091a39d4f5d250083d4a2e992b73ad46a5f739c55/main.jpg,Emily Patton,McGrath - Blackburn,595,"191/416A St Kilda Road, Melbourne, Vic 3004",2,2,1,https://i4.au.reastatic.net/agencylogo/NOFBLA/12/20161205130120.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423773686,apartment,https://i4.au.reastatic.net/640x480/daf53264aa7008e7fc1c625f6948f3d1dd8aa4eb00dfd85cd5fcd31360e2b948/main.jpg,,,Inner Urban Real Estate - Southbank,"1,000","103/299 Queen Street, Melbourne, Vic 3000",3,2,1,https://i3.au.reastatic.net/agencylogo/PJTGKG/12/20100420122752.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423772826,apartment,https://i2.au.reastatic.net/640x480/d9580ee12b3c72cbb991286d077e0a1910a09365127811205486c1e8da5ccf5e/main.jpg,https://i4.au.reastatic.net/120x160/de012c6a07cc640e498a0c5dbc9b027a3ffe1faaa033f515b68ed240a90e61e1/main.jpg,Loretta Smith,L R Reed - Melbourne,450,"Level 16/131 Lonsdale Street, Melbourne, Vic 3000",1,1,,https://i3.au.reastatic.net/agencylogo/LRRMEL/12/20170303125807.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423772058,apartment,https://i3.au.reastatic.net/640x480/9128d8246eee5800b7ec5cbee62e3f098f0f342a1be6c4d8c1d4d819901ff96a/main.jpg,,,Buxton - Albert Park,530,"904/610 St Kilda Road, Melbourne, Vic 3004",2,1,1,https://i2.au.reastatic.net/agencylogo/BUHALB/12/20180327111643.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423769770,apartment,https://i3.au.reastatic.net/640x480/e9aacd65742ad4b39f45da3a0922c58f74ef69b0301103982057d6f4d02cd986/main.jpg,https://i4.au.reastatic.net/120x160/de012c6a07cc640e498a0c5dbc9b027a3ffe1faaa033f515b68ed240a90e61e1/main.jpg,Loretta Smith,L R Reed - Melbourne,465,"Level 10/408 Lonsdale Street, Melbourne, Vic 3000",1,1,,https://i3.au.reastatic.net/agencylogo/LRRMEL/12/20170303125807.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423770486,apartment,https://i4.au.reastatic.net/640x480/f3a0a75aadcfd38885362fc57767cb556e48bb9200bab319c0310c5b2b4da502/main.jpg,https://i1.au.reastatic.net/120x160/6cbedc1cb4df661ecae1aff859c6f97f8098c6b563184f234818b333b1538596/main.jpg,Dylan Emmett,Lucas Real Estate - Docklands,,"1105/25 Wills Street, Melbourne, Vic 3000",2,2,1,https://i3.au.reastatic.net/agencylogo/LUFDOC/12/20180119095627.gif
https://www.realestate.com.au/property-house-vic-melbourne-423770278,house,https://i2.au.reastatic.net/640x480/2526109297f40bbf15d7f48f3b841e915ec2f9bd20b00fbdf7fc2bace8fa8bb6/main.jpg,https://i4.au.reastatic.net/120x160/0ea77f1d25ff688790602537be90c1452cc4f4e26e865d6a01ba9e14945f3c72/main.jpg,Manuel Flores,Melcorp Real Estate - Melbourne,600,"1505/270 King Street, Melbourne, Vic 3000",2,1,,https://i1.au.reastatic.net/agencylogo/XIQTUU/12/20171129114331.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423320010,apartment,https://i2.au.reastatic.net/640x480/bdbaa5f4597c0333c4420c9689e7ed7ffa45c79602be94b7672d5d85a9155400/main.jpg,https://i1.au.reastatic.net/120x160/421560718d369aa74097b2d01b61016fcb2b8988ac33f06155d1bd0772845ffb/main.jpg,Suzie Inglis,hockingstuart - MELBOURNE,995,"403/15 Queens Road, Melbourne, Vic 3004",3,2,2,https://i1.au.reastatic.net/agencylogo/YLAVUU/12/20170523103243.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-419755890,apartment,https://i3.au.reastatic.net/640x480/f6bddf90b537bb6d5cc94bc694a24f65e33ab1c1486bc7ffd64fac2abc1da494/main.jpg,https://i1.au.reastatic.net/120x160/85e10295f5adfd52cf5d0c998f750a7fd7f5c42384374bda4df0a989a7745d28/main.jpg,Leasing Croydon,Ray White   - Croydon ,460,"804/505 ST KILDA ROAD, Melbourne, Vic 3004",1,1,1,https://i2.au.reastatic.net/agencylogo/XRWCRA/12/20170430182906.gif
https://www.realestate.com.au/property-apartment-vic-melbourne-423768410,apartment,https://i3.au.reastatic.net/640x480/87dbd308043a81ea5ce25a34d6cbc41f754d46b160450b87f7abf652b92bff1a/main.jpg,https://i4.au.reastatic.net/120x160/938db76626d02a27304ef5b5069c7e5e645c251ddc6296ab23c49cc850738fd1/main.jpg,Ben Nash,Ask Property Partners - ST KILDA,650,"517/499 St Kilda Rd, Melbourne, Vic 3004",2,2,1,https://i2.au.reastatic.net/agencylogo/HKLGEK/12/20160516150518.gif
